FARMACIA MAGADAN


BERAZATEGUI, BUENOS AIRES (1884)

CUIT 30-71588312-7
IVA Responsable Inscripto

Ventas y Stock

IDProducto;Troquel;Codebar;Rubro;Producto;Laboratorio;Costo;PVP;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. PVT;Cajas Stock PVT;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. Total;Cajas Stock Total;Codebars
1032000120;5659422;7796363003156;Medicamentos;SUPER-O 50 mg comp.mast.x 2;BIOTENK;4373.39;5466.74;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;2;
1032000108;5659262;7796363002944;Medicamentos;SUPER-O 50 mg comp.rec.x 2;BIOTENK;4367.98;5459.98;0;2;1;5;0;12;0;2;1;5;0;0;0;3;0;13;0;0;0;0;2.00;42;
1009200602;283091;7798006300509;Medicamentos;SUPOSITORIOS DE GLICERINA Ad.sup.x 10;FECOFAR;6699.53;8374.41;1;4;0;5;0;2;0;4;3;6;4;3;3;2;0;4;2;6;0;2;13.00;38;
1049800135;9959367;7796285200589;Medicamentos;SUPOSITORIOS DE GLICERINA Adultos sup.x 10;ELEA;7742.29;9677.86;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.00;1;
1009200601;282920;7798006300516;Medicamentos;SUPOSITORIOS DE GLICERINA Infantil sup.x 10;FECOFAR;6699.53;8374.41;0;1;0;2;0;2;0;7;0;6;1;11;1;5;0;8;0;5;0;3;2.00;50;
1090900015;9963381;7798084688186;Medicamentos;SUPRACAM 20 mg comp.x 10;NOLTER;2759.76;3449.70;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3.00;1;
1019200195;5615007;7798084683396;Medicamentos;SUPRACAM 40 mg comp.x 30;NOLTER;13327.54;16659.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1.00;1;
1065400069;9960257;7793640992172;Medicamentos;SUPRADYN EFERVESCENTE TAEF TUR 3x10;BAYER CONSUMER;19155.21;23944.01;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1.00;2;
1020211802;3933721;7793640058304;Medicamentos;SUPRADYN FORTE eferv.comp.x10 nar.s/az.;BAYER CONSUMER;10510.40;13138.00;0;0;0;2;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;1;2.00;6;
1020211803;3933722;7793640058311;Medicamentos;SUPRADYN FORTE eferv.comp.x30 nar.s/az.;BAYER CONSUMER;25227.19;31533.99;0;1;0;1;2;0;0;1;0;1;2;0;0;0;1;0;2;-1;0;1;7.00;4;
1020211801;4571361;7793640010814;Medicamentos;SUPRADYN FORTE grag.x 30;BAYER CONSUMER;16841.60;21052.00;3;0;0;1;1;0;0;1;1;0;4;0;0;0;2;1;2;0;1;1;14.00;4;
1065400043;4571362;7793640004707;Medicamentos;SUPRADYN FORTE grag.x 60;BAYER CONSUMER;30423.19;38028.99;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;0;1;-1;0;1;2.00;4;
6000053204;0;7793640992776;Medicamentos;SUPRADYN KIDS 25 PAST MAST SUP DIE;BAYER;6610.80;11198.70;0;0;0;0;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0;1;3.00;4;
1065400088;9963778;7793640992929;Medicamentos;SUPRADYN MAGNESIO comp. rec.x 30;BAYER CONSUMER;11692.00;14615.00;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1.00;2;
1020207601;3946191;7793640679905;Medicamentos;SUPRADYN PRONATAL comp.laq.x 30;BAYER CONSUMER;22348.79;27935.99;1;1;0;1;0;1;0;1;0;1;2;0;0;1;0;1;0;0;0;1;3.00;8;
1020207602;3946192;7793640547037;Medicamentos;SUPRADYN PRONATAL comp.laq.x 90;BAYER CONSUMER;57280.78;71600.98;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;2.00;1;
1003200127;6146843;7795328054776;Medicamentos;SUPRAGESIC T NF comp.x 20;BETA;9724.40;12155.50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1046600018;5151861;7798051850707;Medicamentos;SUPRALER 5 mg comp.x 10;PANALAB;6884.45;8605.56;0;1;0;1;0;1;1;1;0;1;3;0;2;1;0;0;1;1;0;1;7.00;8;
1046600019;5151862;7798051850714;Medicamentos;SUPRALER 5 mg comp.x 30;PANALAB;17387.28;21734.10;0;0;0;0;0;1;2;1;0;1;1;0;0;0;0;1;1;-1;0;1;4.00;4;
1046600177;5452681;7798051851254;Medicamentos;SUPRALER 5 mg gtas.x 20 ml;PANALAB;17311.66;21639.57;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;1;1.00;4;
1046600164;6510551;7798051852923;Medicamentos;SUPRALER CORT comp.x 10;PANALAB;12734.33;15917.91;0;0;0;0;0;0;0;1;1;0;3;-1;0;0;0;0;0;0;0;0;4.00;0;
1046600165;6510552;7798051853203;Medicamentos;SUPRALER CORT comp.x 30;PANALAB;31913.51;39891.89;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1.00;2;
1046600192;6695131;7798051853999;Medicamentos;SUPRALER FORTE 10 mg comp.x 10;PANALAB;12953.60;16192.00;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0.00;5;
1046600193;6695132;7798051854002;Medicamentos;SUPRALER FORTE 10 mg comp.x 30;PANALAB;32903.43;41129.29;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1.00;1;
1046600197;6517422;7798051854392;Medicamentos;SUPRALER M comp.x 50;PANALAB;36348.97;45436.21;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.00;0;
1004500368;6522001;7791909340191;Medicamentos;SUPRITOS jbe.x 100 ml;CASASCO;13389.01;16736.26;0;1;0;1;0;0;0;1;1;1;2;1;2;1;0;1;0;0;0;1;5.00;8;
1004500480;6522002;7791909340207;Medicamentos;SUPRITOS jbe.x 200 ml;CASASCO;26704.68;33380.85;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2.00;0;
1049900055;5472711;7798074620790;Medicamentos;SUTOBRAX D susp.oft.x 5 ml;MAR;7508.00;9385.00;1;15;0;0;0;16;0;17;2;8;3;10;2;14;1;6;0;3;2;4;11.00;93;
1049900054;5572421;7798074620806;Medicamentos;SUTOBRAX sol.oft.x 5 ml;MAR;6832.00;8540.00;2;4;0;4;0;5;1;5;0;2;1;4;0;2;0;2;0;2;0;5;4.00;35;
1012005602;4886102;7795302180149;Medicamentos;SYMBICORT TURBUHALER 160/4.5 mcg dosis x 120;ASTRAZENECA;90596.24;113245.30;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;3.00;1;
1051800132;6138551;7795326000485;Medicamentos;SYNCROCOR 10 mg comp.x 28;TEVA ARGENTINA;31773.78;39717.22;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;2.00;2;
1051800133;6138681;7795326000492;Medicamentos;SYNCROCOR 20 mg comp.x 28;TEVA ARGENTINA;61617.09;77021.36;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;1;
1051800075;5622971;7795326005374;Medicamentos;SYNCROCOR 5 mg comp.x 28;TEVA ARGENTINA;15570.39;19462.99;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;1;0;1;0;1;2.00;7;
1051800153;5622972;7795326006371;Medicamentos;SYNCROCOR 5 mg comp.x 56;TEVA ARGENTINA;28450.09;35562.61;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0.00;4;
1051800134;6190841;7795326000522;Medicamentos;SYNCROCOR D 5/12.5 mg comp.rec.x 28;TEVA ARGENTINA;26406.21;33007.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1018400061;6742391;7795368547955;Medicamentos;SYRAST sol. x 5 ml;POEN;14435.16;18043.95;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2.00;0;
1000500010;6036971;7792086000083;Medicamentos;SYSTANE BALANCE sol.oft.estéril x 10 ml;ALCON;28767.20;35959.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.00;1;
1000500017;6556681;7792086658147;Medicamentos;SYSTANE COMPLETE sol.oft.x 10 ml;ALCON;25499.20;31874.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1.00;1;
1000500019;6556682;7792086752425;Medicamentos;SYSTANE COMPLETE SP sol.oft.x 10 ml;ALCON;29244.80;36556.00;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.00;1;
1000500002;5286662;7792086416532;Medicamentos;SYSTANE drop tainer fco.x 15 ml;ALCON;27999.20;34999.00;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;2;-1;0;2;4.00;4;
1000500018;6732001;7792086752418;Medicamentos;SYSTANE HIDRATACION SP sol.oft.estéril x 10 ml;ALCON;28178.40;35223.00;0;1;0;0;0;1;2;1;1;-1;2;0;1;1;0;1;0;1;0;0;6.00;5;
1000500008;5557712;7792086000038;Medicamentos;SYSTANE ULTRA sol.oft.estéril x 10 ml;ALCON;26459.20;33074.00;1;0;0;0;0;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;2.00;4;
1060000004;5145121;7798103390045;Medicamentos;T+D+H DORF sol.oft.x 5 ml;PHARMADORF;8919.58;11149.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1016200160;6464682;7795378005698;Medicamentos;T3 MONTPELLIER 20 comp.x 30;MONTPELLIER;42661.74;53327.17;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;2.00;5;
1016200173;6559132;7795378005940;Medicamentos;T3 MONTPELLIER 5 comp.x 30;MONTPELLIER;22147.49;27684.36;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1.00;2;
1016204601;3367601;7795378001324;Medicamentos;T4 MONTPELLIER 100 100 mcg comp.x 50;MONTPELLIER;20710.94;25888.67;3;1;2;2;2;0;6;0;5;2;21;0;1;1;8;2;7;1;6;1;61.00;10;
1016200058;5143661;7795378003731;Medicamentos;T4 MONTPELLIER 112 112 mcg comp.x 50;MONTPELLIER;23317.88;29147.35;1;1;0;0;0;2;2;0;1;1;5;1;1;0;1;1;1;4;0;2;12.00;12;
1016200015;5143711;7795378002420;Medicamentos;T4 MONTPELLIER 125 125 mcg comp.x 50;MONTPELLIER;26015.32;32519.15;3;1;0;0;1;0;2;1;1;0;7;1;0;1;1;1;1;1;1;1;17.00;7;
1016200059;5143871;7795378003748;Medicamentos;T4 MONTPELLIER 137 137 mcg comp.x 50;MONTPELLIER;28098.75;35123.44;1;1;0;1;2;1;4;0;0;2;3;1;2;1;1;1;1;-1;2;1;16.00;8;
1016205701;3855692;7795378001508;Medicamentos;T4 MONTPELLIER 150 150 mcg comp.x 50;MONTPELLIER;29234.22;36542.78;2;1;0;2;1;1;2;0;3;1;4;1;1;1;0;2;5;-2;0;1;18.00;8;
1016200060;5143921;7795378003755;Medicamentos;T4 MONTPELLIER 175 175 mcg comp.x 50;MONTPELLIER;33694.21;42117.76;0;0;0;2;0;1;0;1;1;1;0;2;0;1;1;1;0;1;1;1;3.00;11;
1016200016;5148391;7795378002444;Medicamentos;T4 MONTPELLIER 200 200 mcg comp.x 50;MONTPELLIER;36744.62;45930.77;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;2;2;-1;0;2;4.00;5;
1016200159;6464551;7795378005681;Medicamentos;T4 MONTPELLIER 25 25 mcg comp.x 50;MONTPELLIER;6579.74;8224.67;0;1;0;1;0;1;0;1;0;2;1;1;0;1;0;1;1;0;2;1;4.00;10;
1016200017;3994111;7795378002710;Medicamentos;T4 MONTPELLIER 50 50 mcg comp.x 50;MONTPELLIER;9923.16;12403.95;1;1;0;2;3;1;4;0;1;2;17;2;2;1;11;2;8;-3;4;2;51.00;10;
1016200018;5143501;7795378002406;Medicamentos;T4 MONTPELLIER 75 75 mcg comp.x 50;MONTPELLIER;13908.99;17386.24;1;1;2;2;4;0;4;0;2;1;12;2;2;0;4;2;13;-1;7;1;51.00;8;
1016200061;4897331;7795378003724;Medicamentos;T4 MONTPELLIER 88 88 mcg comp.x 50;MONTPELLIER;18154.08;22692.60;1;1;0;0;0;1;2;0;2;1;4;1;0;1;4;0;0;1;1;1;14.00;7;
1002803201;3949581;7793640214977;Medicamentos;TABCIN COMPUESTO caps.x 12;BAYER CONSUMER;3926.40;4908.00;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;3.00;1;
1002803202;3949582;7793640214960;Medicamentos;TABCIN COMPUESTO caps.x 20;BAYER CONSUMER;6393.60;7992.00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0.00;4;
1065400022;9947849;7793640003328;Medicamentos;TABCIN PLUS RAPIDA ACCION caps.blandas x 20;BAYER CONSUMER;5955.20;7444.00;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;2.00;2;
1015700148;6286713;7792175009447;Medicamentos;TABE 60 mg comp.x 20;LABORATORIOS BE;13285.49;16606.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1019400096;5831138;7795348002832;Medicamentos;TACARDIA 100 mg comp.x 28;RICHMOND;32491.45;40614.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0.00;3;
1019407301;4297712;7795348002320;Medicamentos;TACARDIA 50 mg comp.x 30;RICHMOND;19602.66;24503.32;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0.00;4;
1062800009;4297714;7795348002337;Medicamentos;TACARDIA 50 mg comp.x 60;RICHMOND;34622.87;43278.59;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;2;0;0;0.00;7;
1019400097;5374551;7795348251292;Medicamentos;TACARDIA D 50/12.5 mg comp.x 28;RICHMOND;23637.86;29547.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0.00;2;
1031200038;5364681;7798050061111;Medicamentos;TACICUL 50 mg comp.rec.x 30;DENVER FARMA;16139.02;20173.78;0;11;0;13;0;10;0;17;0;3;1;5;2;1;1;4;3;1;1;3;8.00;68;
1031200131;6331421;7798050063696;Medicamentos;TACICUL D 50/12.5 mg comp.rec.x 30;DENVER FARMA;19804.64;24755.80;0;3;0;5;1;4;1;4;0;3;0;4;0;14;2;13;0;5;0;12;4.00;67;
1031200048;5456711;7798050061326;Medicamentos;TACINES susp.oft.x 5 ml;DENVER FARMA;8455.85;10569.81;0;2;1;4;1;3;2;3;3;2;3;2;0;4;0;3;1;5;0;0;11.00;28;
1020200021;5802681;7798260150018;Medicamentos;TACLONEX ung.x 30 g;BIOPAS ARGENTIN;3527.80;4453.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1009810603;4740493;7791763002167;Medicamentos;TACNA 250 mg comp.x 28;MEGALABS ARGENT;34459.35;43074.19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;-2;3.00;-1;
1022600088;6197391;7795371001116;Medicamentos;TACRAF GEL gel x 60 g;TRB-PHARMA;9680.00;12100.00;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0.00;3;
1022600105;6717682;7795371459696;Medicamentos;TACRAF PLUS 75/25 mg comp.rec.x 20;TRB-PHARMA;16480.01;20600.01;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0.00;2;
1051600012;5336131;7798167580055;Medicamentos;TACRO-TIC 0.03% ung.x 10 g;OXAPHARMA;12725.68;15907.10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.00;1;
1063000012;5336001;7798167580048;Medicamentos;TACRO-TIC 0.1% ung.x 20 g;OXAPHARMA;24384.60;30480.75;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.00;1;
1013800208;5498711;7795347957409;Medicamentos;TACRODERM 0.03% ung.x 10 g;LAZAR;11048.09;13810.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0.00;3;
1013800209;5498681;7795347957393;Medicamentos;TACRODERM 0.10% ung.x 20 g;LAZAR;20946.26;26182.83;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0.00;4;
1009500124;6369683;7791171001202;Medicamentos;TADAL 20 20 mg comp.rec.x 4;FINADIET;28508.10;35635.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0.00;3;
1009500125;6369712;7791171001141;Medicamentos;TADAL 5 5 mg comp.rec.x 28;FINADIET;66501.03;83126.29;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1.00;2;
1019600199;6521421;7795336294522;Medicamentos;TADALAFILO RICHET 20 mg comp.x 2;RICHET;12382.54;15478.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1019600200;6521422;7795336294539;Medicamentos;TADALAFILO RICHET 20 mg comp.x 4;RICHET;25438.71;31798.39;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.00;0;
1071500089;4996756;7798140253334;Medicamentos;TAFIROL 1 G comp.ran.x 24;GENOMMA LAB.;5725.07;7156.34;2;1;0;0;0;1;0;0;0;1;2;2;1;2;1;0;0;0;0;0;6.00;7;
1036208301;4996752;7798140251118;Medicamentos;TAFIROL 1 G comp.ran.x 50;GENOMMA LAB.;10801.10;13501.37;5;2;0;1;3;3;9;-2;16;3;10;2;4;2;13;3;18;2;6;2;84.00;18;
1021700078;4996755;7798140251101;Medicamentos;TAFIROL 1 G comp.ran.x 80;GENOMMA LAB.;17764.63;22205.79;0;1;1;1;0;0;0;0;0;4;0;2;0;0;1;1;1;8;0;4;3.00;21;
3002638821;0;7798140250401;Medicamentos;TAFIROL 500MG EXHIB. X10X40 BLISTERS ;GENOMMA LAB.;83718.87;83718.87;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0.00;4;
1021700049;5466973;7798140251163;Medicamentos;TAFIROL ARTRO 50/500 mg comp.rec.x 20;GENOMMA LAB.;19098.34;23872.93;0;1;0;0;0;0;0;0;0;1;0;2;0;1;2;0;0;1;0;0;2.00;6;
1071500054;9949825;7798140250470;Medicamentos;TAFIROL comp.x 30;GENOMMA LAB.;6650.72;8313.40;0;1;0;0;0;0;1;2;0;2;2;0;0;2;0;0;0;3;0;0;3.00;10;
1071500120;9961313;7798140257998;Medicamentos;TAFIROL DUO comp.blíster x 10;GENOMMA LAB.;3838.25;4797.81;3;1;1;1;4;0;1;0;5;2;8;1;8;0;6;2;11;1;3;1;50.00;9;
1071500118;9961186;7798140257325;Medicamentos;TAFIROL ESPASMO comp. x 10;GENOMMA LAB.;4761.40;5951.75;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0.00;3;
1071500056;9949827;7798140250395;Medicamentos;TAFIROL FORTE 650 mg comp.x 30;GENOMMA LAB.;7992.83;9991.04;0;1;0;0;0;1;1;1;0;1;1;1;0;1;0;1;0;0;0;1;2.00;8;
1071500113;9960690;7798140257066;Medicamentos;TAFIROL FORTE 650 mg comp.x 70;GENOMMA LAB.;11996.93;14996.16;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;1;0;1;0.00;6;
1071500099;9959163;7798140250418;Medicamentos;TAFIROL FORTE Exp.blist.x30 comp.x 10;GENOMMA LAB.;74362.85;92953.56;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0.00;4;
1071500134;9963212;7798420160055;Medicamentos;TAFIROL MAX caps.bl. x 8;GENOMMA LAB.;6208.00;7760.00;0;0;0;0;0;6;0;6;0;0;0;0;0;0;1;2;0;0;0;0;1.00;14;
1071500082;9955051;7798140258667;Medicamentos;TAFIROL MIGRA comp.x 10;GENOMMA LAB.;4399.04;5498.80;0;1;0;2;1;0;1;1;1;2;2;1;1;0;3;1;7;2;1;0;17.00;10;
1021700048;9938031;7798140251231;Medicamentos;TAFIROL PEDIATRICO gts.x 20 ml;GENOMMA LAB.;7615.36;9519.20;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0.00;3;
1021700019;9934006;7798140251224;Medicamentos;TAFIROL PEDIATRICO jbe.x 120 ml;GENOMMA LAB.;8320.28;10400.35;0;2;0;1;0;1;0;1;0;1;0;2;0;0;0;2;0;1;1;0;1.00;11;
1071500138;6760421;7798420160642;Medicamentos;TAFIROL PLUS FORTE caps.bl. x 8;GENOMMA LAB.;6000.00;7500.00;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;1.00;6;
1071500077;9954624;7798140258636;Medicamentos;TAFIROL PLUS RAPIDA ACCION caps.bl. x 16;GENOMMA LAB.;6340.76;7925.95;1;1;0;0;0;3;1;1;2;2;5;0;5;0;1;0;1;-10;0;2;16.00;-1;
1071500078;9954623;7798140258445;Medicamentos;TAFIROL PLUS RAPIDA ACCION caps.bl. x 8;GENOMMA LAB.;3279.73;4099.66;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;2.00;2;
1071500086;9955684;7798140259251;Medicamentos;TAFIROL PLUS RAPIDA ACCION Exp.blist.x 30 caps. x 8;GENOMMA LAB.;93763.87;117204.84;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.00;1;
1071500123;9961886;7798140258094;Medicamentos;TAFIROL RESACA comp.x 8;GENOMMA LAB.;4892.38;6115.48;0;1;0;0;0;0;0;2;0;1;0;1;0;1;0;1;4;0;0;1;4.00;8;
1071500087;9956330;7798140252849;Medicamentos;TAFIROLITO 160 mg comp.mast.x 20;GENOMMA LAB.;7836.43;9795.54;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.00;1;
1071500100;9959263;7798140255475;Medicamentos;TAFIROLITO 80 mg comp. x 20;GENOMMA LAB.;4521.14;5651.43;1;1;0;1;0;0;0;1;0;1;0;1;0;1;1;1;1;1;0;0;3.00;8;
1071500135;9963265;7798420160338;Medicamentos;TAFIROLITO CEREZA 160 mg comp.mast.x 20;GENOMMA LAB.;8032.34;10040.42;0;0;0;0;0;1;0;2;0;0;0;1;2;0;0;1;0;1;0;0;2.00;6;
1071500136;9963264;7798420160321;Medicamentos;TAFIROLITO CEREZA 80 mg comp.mast. x 20;GENOMMA LAB.;4634.17;5792.71;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1.00;2;
1000904402;3946931;7793742002700;Medicamentos;TALASA NF jbe.x 120 ml;ANDRÓMACO;20674.11;25842.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.00;1;
1016200189;6591841;7795378006039;Medicamentos;TALGIAX 90 mg comp.rec.x 30;MONTPELLIER;31378.15;39222.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1018400024;4739181;7795368000313;Medicamentos;TALOF susp.oft.x 5 ml;MAX VISION;16376.00;20470.00;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;1;0;5;0;0;0.00;10;
1019400065;5842393;7795348251193;Medicamentos;TALPRAM 10 comp.rec.x 30;RICHMOND;30179.15;37723.94;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0.00;4;
1019400066;5842423;7795348251216;Medicamentos;TALPRAM 20 comp.rec.x 30;RICHMOND;54162.22;67702.78;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0.00;4;
1032003201;4785963;7796363000865;Medicamentos;TAMOXIFENO BIOTENK 20 mg comp.x 30;BIOTENK;23661.48;29576.85;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0.00;2;
1010303301;2719661;7792183106466;Medicamentos;TAMOXIFENO GADOR 10 mg comp.x 30;GADOR;10023.45;12529.31;3;1;0;1;0;0;0;0;2;1;0;1;0;0;0;1;3;0;0;1;8.00;6;
1010303302;2719664;7792183106497;Medicamentos;TAMOXIFENO GADOR 20 mg comp.x 30;GADOR;27340.90;34176.13;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;1;1;0;1;2.00;7;
1019600109;5963552;7795336292948;Medicamentos;TAMSULOSINA RICHET 0.4mg caps.L.C.x30(TRZB);RICHET;33289.72;41612.15;0;7;1;3;0;0;0;3;0;1;3;3;0;2;4;7;3;7;0;3;11.00;36;
1019600110;5963553;7795336292955;Medicamentos;TAMSULOSINA RICHET 0.4mg caps.lib.cont.x 60;RICHET;57278.26;71597.82;0;0;0;0;0;0;0;2;0;0;1;1;0;2;0;1;1;1;1;2;3.00;9;
1018005102;3018881;7791848036056;Medicamentos;TANAKAN FORTE comp.x 30;ELEA;41024.24;51280.30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;1;1.00;4;
1018005001;2827151;7791848036018;Medicamentos;TANAKAN grag.x 30;ELEA;27290.77;34113.46;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0.00;4;
1018005002;2827152;7791848036025;Medicamentos;TANAKAN grag.x 60;ELEA;47209.29;59011.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0.00;2;
1023502602;4429212;7791829008379;Medicamentos;TANAVAT 10 mg comp.x 30;MICROSULES ARG.;15024.47;18780.59;0;0;0;0;0;2;1;2;0;1;0;2;0;2;0;2;0;0;0;2;1.00;13;
1023500014;5136272;7791829008959;Medicamentos;TANAVAT 20 mg comp.x 30;MICROSULES ARG.;20238.38;25297.97;0;2;0;1;0;1;0;0;0;2;0;2;0;2;0;1;0;0;0;0;0.00;11;
1019300801;866622;7791763001603;Medicamentos;TANDIUR 50 mg comp.x 30;MEGALABS ARGENT;10895.31;13619.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1023504902;4555521;7791829008423;Medicamentos;TANEZOX 500 mg comp.x 3;MICROSULES ARG.;11035.75;13794.69;0;5;0;8;0;21;0;16;3;3;6;9;2;3;0;24;4;13;1;5;16.00;107;
1023500069;4555522;7791829018415;Medicamentos;TANEZOX 500 mg comp.x 6;MICROSULES ARG.;15188.81;18986.01;0;4;1;4;0;7;0;2;0;4;3;3;2;11;2;5;2;7;0;4;10.00;51;
1009500038;5465002;7791171101315;Medicamentos;TANSILOPROST 0.4 mg caps.x 30;FINADIET;41750.68;52188.35;0;1;0;0;1;1;3;1;2;0;0;1;0;1;0;0;0;0;0;1;6.00;6;
1009500093;5465003;7791171000199;Medicamentos;TANSILOPROST 0.4 mg caps.x 60;FINADIET;69541.54;86926.93;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0;1;1.00;7;
1009500118;6211131;7791171000625;Medicamentos;TANSILOPROST DUO 0.5/0.4 mg caps.x 30;FINADIET;58129.18;72661.47;0;1;0;0;0;1;6;0;1;1;4;0;0;1;1;1;4;-6;2;1;18.00;0;
